Applicant_ID,default_status
Apcnt_1000032,0.3886891505092312
Apcnt_1000048,0.3408795042824902
Apcnt_1000052,0.29815198099644974
Apcnt_1000076,0.8330659842769659
Apcnt_1000080,0.04762272556993376
Apcnt_1000084,0.3071674698180094
Apcnt_1000104,0.33388404011810685
Apcnt_1000116,0.5368447956840479
Apcnt_1000128,0.23825649088341255
Apcnt_1000156,0.33348049478077885
Apcnt_1000192,0.16543382302082937
Apcnt_1000208,0.03759159265466279
Apcnt_1000264,0.828432112415667
Apcnt_1000288,0.058654884797802745
Apcnt_1000292,0.3141688926706432
Apcnt_1000328,0.6867499819536591
Apcnt_1000336,0.3175223547777898
Apcnt_1000356,0.13537013711501783
Apcnt_1000368,0.13801699643047496
Apcnt_1000372,0.725071449799701
Apcnt_1000392,0.05888505739420757
Apcnt_1000396,0.16242821601569762
Apcnt_1000400,0.11390963726398008
Apcnt_1000416,0.38275814469330494
Apcnt_1000428,0.02188203389331029
Apcnt_1000440,0.0355542068183204
Apcnt_1000456,0.46710916970099464
Apcnt_1000472,0.04909474094169779
Apcnt_1000488,0.1379167366438426
Apcnt_1000492,0.1210791560713841
Apcnt_1000504,0.6851139632515532
Apcnt_1000516,0.35587072842806056
Apcnt_1000532,0.04759855752910209
Apcnt_1000552,0.376434804054372
Apcnt_1000564,0.45681742780631707
Apcnt_1000576,0.5564082022155554
Apcnt_1000596,0.019559166508224483
Apcnt_1000620,0.11136892224276342
Apcnt_1000624,0.032840010594586785
Apcnt_1000636,0.0004360015200343149
Apcnt_1000648,0.017607349387949334
Apcnt_1000668,0.07201535493927794
Apcnt_1000680,0.09857832571001254
Apcnt_1000696,0.06656068593145781
Apcnt_1000704,0.4646477934300155
Apcnt_1000724,0.056556531755410526
Apcnt_1000740,0.3204763785822428
Apcnt_1000744,0.008882659540895666
Apcnt_1000756,0.029860564335464645
Apcnt_1000768,0.009941270390386486
Apcnt_1000784,0.005310835147477034
Apcnt_1000796,0.010481154479552977
Apcnt_1000808,0.00021996230806875657
Apcnt_1000816,0.02690314670896688
Apcnt_1000820,0.0043674952680291795
Apcnt_1000824,0.09109438772576044
Apcnt_1000856,0.6279394905069542
Apcnt_1000872,0.7379662816896437
Apcnt_1000880,0.09447742897330852
Apcnt_1000904,0.19206792814106333
Apcnt_1000912,0.5363227176025123
Apcnt_1000920,0.5796427482053021
Apcnt_1000952,0.07406470149979179
Apcnt_1000960,0.1180162337569637
Apcnt_1000964,0.3378951870255816
Apcnt_1000968,0.030905432942386814
Apcnt_1000976,0.5697034998060058
Apcnt_1000984,0.48287227772071095
Apcnt_1000992,0.18448002509059716
Apcnt_1000996,0.48199659057682614
Apcnt_1001000,0.17767135937173678
Apcnt_1001008,0.16293592039315982
Apcnt_1001028,0.04755237083337759
Apcnt_1001032,0.3444151927460948
Apcnt_1001036,0.8472072408729887
Apcnt_1001040,0.7123221751033173
Apcnt_1001048,0.6853715786085423
Apcnt_1001052,0.0558087512471037
Apcnt_1001068,0.6392934663774155
Apcnt_1001076,0.11068636495418602
Apcnt_1001080,0.16468381221910974
Apcnt_1001092,0.08124677702265935
Apcnt_1001120,0.5964595410535185
Apcnt_1001144,0.6839433372439819
Apcnt_1001148,0.14435005173405283
Apcnt_1001168,0.12812578898781363
Apcnt_1001176,0.8038427507820934
Apcnt_1001200,0.1755579652749123
Apcnt_1001224,0.3922480494102644
Apcnt_1001228,0.649125473397315
Apcnt_1001236,0.027066886485897196
Apcnt_1001244,0.1824546905957819
Apcnt_1001248,0.0022512934462505002
Apcnt_1001256,0.20984463467218228
Apcnt_1001260,0.14496372534558957
Apcnt_1001264,0.013110122364330148
Apcnt_1001288,0.021295330261198314
Apcnt_1001292,0.06900683183571486
Apcnt_1001296,0.09983044765237709
Apcnt_1001304,0.21396051399666027
Apcnt_1001308,0.12990286461473424
Apcnt_1001316,0.19076136122513623
Apcnt_1001320,0.49014579974161715
Apcnt_1001352,0.4331712725801259
Apcnt_1001360,0.4280195590038116
Apcnt_1001376,0.6701150712464694
Apcnt_1001384,0.02736955020526219
Apcnt_1001388,0.4562431647725841
Apcnt_1001400,0.47034804884268194
Apcnt_1001416,0.5281000302816385
Apcnt_1001436,0.5513197606085039
Apcnt_1001452,0.4329331248656375
Apcnt_1001456,0.04160701250415495
Apcnt_1001468,0.5511707692385298
Apcnt_1001480,0.1740755152536932
Apcnt_1001488,0.5092676987284424
Apcnt_1001508,0.5239895045855951
Apcnt_1001512,0.050310296417897936
Apcnt_1001516,0.330485471965441
Apcnt_1001528,0.3488249802476919
Apcnt_1001532,0.19662974136115277
Apcnt_1001548,0.013996097316953426
Apcnt_1001552,0.006456419464825178
Apcnt_1001572,0.15930104531579659
Apcnt_1001580,0.008050866593945102
Apcnt_1001584,0.04228421600132858
Apcnt_1001624,0.023393606573678023
Apcnt_1001632,0.01068742518118002
Apcnt_1001668,0.10730164891783604
Apcnt_1001692,0.04350651550919238
Apcnt_1001700,0.030108165024273045
Apcnt_1001708,0.0704709037096797
Apcnt_1001716,0.065352831075593
Apcnt_1001732,0.04193278415166281
Apcnt_1001752,0.5396200848936732
Apcnt_1001760,0.00015328149766615542
Apcnt_1001764,0.03070865774524726
Apcnt_1001776,0.3398066037826375
Apcnt_1001780,0.3822436719086784
Apcnt_1001788,0.6003399997344134
Apcnt_1001792,0.02675311479464044
Apcnt_1001800,0.13566107794005824
Apcnt_1001820,0.4137320048394392
Apcnt_1001828,0.6360674938361681
Apcnt_1001836,0.06175451033867015
Apcnt_1001844,0.3979100419196027
Apcnt_1001848,0.18040264434387326
Apcnt_1001860,0.24479896664380227
Apcnt_1001880,0.33616146838586486
Apcnt_1001888,0.4291967228070027
Apcnt_1001900,0.35224849290364707
Apcnt_1001908,0.7832317683294175
Apcnt_1001936,0.3303800791830542
Apcnt_1001940,0.1176687521733211
Apcnt_1001960,0.3155676323800062
Apcnt_1001988,0.538380205266384
Apcnt_1002000,0.1707132053150057
Apcnt_1002020,0.2246163127703568
Apcnt_1002024,0.3154483802761579
Apcnt_1002028,0.34873195116723693
